"Country","Time","new_cases_noisy","new_deaths","new_cases","milPop","new_cases_per_million_noisy","new_cases_per_million","new_deaths_per_million","new_cases_per_million_smoothed_noisy","new_cases_per_million_smoothed","new_deaths_per_million_smoothed","C1_Schools","C2_Workplace","C4_Gatherings","C5_PublicTransport","C6_StayatHome","C7_InternalMovements","C8_InternationalTravel","H6_Mask","stringency_index"
"DNK",2020-05-03,96,11,96,5.806081,16.5343886866201,16.5343886866201,1.89456537034189,23.6697647567389,23.6697647567389,1.35326097881563,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-03,299,73,299,10.230185,29.2272329386028,29.2272329386028,7.13574583450837,54.0557184449744,54.0557184449744,7.58260271651281,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-04,116,8,116,5.806081,19.9790529963326,19.9790529963326,1.37786572388501,23.3252983257677,23.3252983257677,1.45167995909314,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-04,261,75,261,10.230185,25.5127351069409,25.5127351069409,7.33124572038531,53.5111116200314,53.5111116200314,7.59656699407545,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-05,147,9,147,5.806081,25.318282676387,25.318282676387,1.55009893937064,23.9158122074327,23.9158122074327,1.55009893937064,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-05,477,84,477,10.230185,46.6267227816506,46.6267227816506,8.21099520683155,52.3101837496445,52.3101837496445,7.73620976970183,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-06,151,7,151,5.806081,26.0072155383296,26.0072155383296,1.20563250839938,23.8666027172939,23.8666027172939,1.55009893937064,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-06,657,72,657,10.230185,64.2217125105753,64.2217125105753,7.0379958915699,51.1232201568202,51.1232201568202,7.58260271651281,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-07,162,3,162,5.806081,27.9017809086714,27.9017809086714,0.516699646456879,23.9896264426408,23.9896264426408,1.40247046895438,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-07,745,73,745,10.230185,72.8237074891608,72.8237074891608,7.13574583450837,50.3691491684377,50.3691491684377,7.44295994088642,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-08,100,6,100,5.806081,17.2233215485626,17.2233215485626,1.03339929291376,22.759389189172,22.759389189172,1.32865623374626,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-08,784,80,784,10.230185,76.6359552637611,76.6359552637611,7.81999543507766,52.4358622477083,52.4358622477083,7.4708884960117,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-09,135,6,135,5.806081,23.2514840905595,23.2514840905595,1.03339929291376,22.3165037779233,22.3165037779233,1.23023725346876,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-09,700,60,700,10.230185,68.4249600569296,68.4249600569296,5.86499657630825,54.7818608782316,54.7818608782316,7.2195314998842,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-10,101,4,101,5.806081,17.3955547640482,17.3955547640482,0.688932861942505,22.4395275032702,22.4395275032702,1.05800403798313,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-10,509,68,509,10.230185,49.7547209556816,49.7547209556816,6.64699611981601,57.7143591663857,57.7143591663857,7.14971011207101,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-11,110,3,110,5.806081,18.9456537034189,18.9456537034189,0.516699646456879,22.2918990328539,22.2918990328539,0.934980312636257,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-11,279,73,279,10.230185,27.2722340798334,27.2722340798334,7.13574583450837,57.9657161625132,57.9657161625132,7.12178155694573,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-12,84,5,84,5.806081,14.4675901007926,14.4675901007926,0.861166077428131,20.7418000934833,20.7418000934833,0.836561332358756,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-12,455,65,455,10.230185,44.4762240370042,44.4762240370042,6.3537462910006,57.6585020561351,57.6585020561351,6.8564602832556,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-13,78,4,78,5.806081,13.4341908078788,13.4341908078788,0.688932861942505,18.9456537034189,18.9456537034189,0.76274709715063,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-13,754,61,754,10.230185,73.703456975607,73.703456975607,5.96274651924672,59.0130369797111,59.0130369797111,6.70285323006657,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-14,76,6,76,5.806081,13.0897243769076,13.0897243769076,1.03339929291376,16.8296456274526,16.8296456274526,0.836561332358756,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-14,698,50,698,10.230185,68.2294601710526,68.2294601710526,4.88749714692354,58.3567159342671,58.3567159342671,6.38167484612588,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-15,46,4,46,5.806081,7.9227279123388,7.9227279123388,0.688932861942505,15.5009893937064,15.5009893937064,0.787351842220006,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-15,657,46,657,10.230185,64.2217125105753,64.2217125105753,4.49649737516966,56.583252683812,56.583252683812,5.90688940899616,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-16,78,0,78,5.806081,13.4341908078788,13.4341908078788,0,14.098518924752,14.098518924752,0.639723371803755,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-16,688,58,688,10.230185,67.2519607416679,67.2519607416679,5.66949669043131,56.4156813530603,56.4156813530603,5.87896085387089,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-17,67,5,67,5.806081,11.539625437537,11.539625437537,0.861166077428131,13.2619575923932,13.2619575923932,0.66432811687313,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-17,358,48,358,10.230185,34.9944795719725,34.9944795719725,4.6919972610466,54.3070754411019,54.3070754411019,5.59967530261811,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-18,69,4,69,5.806081,11.8840918685082,11.8840918685082,0.688932861942505,12.2531630445488,12.2531630445488,0.688932861942505,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-18,259,53,259,10.230185,25.3172352210639,25.3172352210639,5.18074697573895,54.0277898898491,54.0277898898491,5.32038975136534,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-19,41,1,41,5.806081,7.06156183491067,7.06156183491067,0.172233215485626,11.1951590065657,11.1951590065657,0.590513881665004,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-19,430,59,430,10.230185,42.0324754635424,42.0324754635424,5.76724663336978,53.6786829507831,53.6786829507831,5.23660408598951,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-20,76,3,76,5.806081,13.0897243769076,13.0897243769076,0.516699646456879,11.145949516427,11.145949516427,0.565909136595629,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-20,666,41,666,10.230185,65.1014619970216,65.1014619970216,4.0077476604773,52.4498265252709,52.4498265252709,4.95731853473673,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-21,73,3,73,5.806081,12.5730247304507,12.5730247304507,0.516699646456879,11.0721352812188,11.0721352812188,0.492094901387504,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Total border closure","No policy",68.52
"SWE",2020-05-21,808,52,808,10.230185,78.9819538942844,78.9819538942844,5.08299703280048,53.9858970571612,53.9858970571612,4.98524708986201,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-22,65,7,65,5.806081,11.1951590065657,11.1951590065657,1.20563250839938,11.539625437537,11.539625437537,0.565909136595629,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Total border closure","No policy",62.96
"SWE",2020-05-22,610,53,610,10.230185,59.6274651924672,59.6274651924672,5.18074697573895,53.3295760117171,53.3295760117171,5.08299703280048,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-23,48,0,48,5.806081,8.26719434331006,8.26719434331006,0,10.8014830854557,10.8014830854557,0.565909136595629,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Total border closure","No policy",62.96
"SWE",2020-05-23,532,56,532,10.230185,52.0029696432665,52.0029696432665,5.47399680455436,51.1511487119455,51.1511487119455,5.0550684776752,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-24,59,0,59,5.806081,10.1617597136519,10.1617597136519,0,10.6046451249007,10.6046451249007,0.442885411248753,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Total border closure","No policy",62.96
"SWE",2020-05-24,403,55,403,10.230185,39.3932270042037,39.3932270042037,5.37624686161589,51.7795412022642,51.7795412022642,5.15281842061368,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-25,71,1,71,5.806081,12.2285582994795,12.2285582994795,0.172233215485626,10.6538546150394,10.6538546150394,0.369071176040628,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-25,210,44,210,10.230185,20.5274880170789,20.5274880170789,4.30099748929272,51.095291601695,51.095291601695,5.02713992254993,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-26,27,1,27,5.806081,4.65029681811191,4.65029681811191,0.172233215485626,10.3093881840682,10.3093881840682,0.369071176040628,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-26,491,42,491,10.230185,47.9952219827892,47.9952219827892,4.10549760341577,51.9471125330159,51.9471125330159,4.78974720398507,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-27,41,0,41,5.806081,7.06156183491067,7.06156183491067,0,9.44822210664007,9.44822210664007,0.295256940832502,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-27,746,28,746,10.230185,72.9214574320992,72.9214574320992,2.73699840227718,53.064254738027,53.064254738027,4.60821159567077,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-28,52,2,52,5.806081,8.95612720525256,8.95612720525256,0.344466430971252,8.93152246018319,8.93152246018319,0.270652195763127,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-28,800,38,800,10.230185,78.1999543507767,78.1999543507767,3.71449783166189,52.9525405175259,52.9525405175259,4.41271170979382,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-29,32,3,32,5.806081,5.51146289554004,5.51146289554004,0.516699646456879,8.11956587289381,8.11956587289381,0.172233215485626,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-29,774,40,774,10.230185,75.6584558343764,75.6584558343764,3.90999771753883,55.2426820377986,55.2426820377986,4.23117610147952,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-30,81,0,81,5.806081,13.9508904543357,13.9508904543357,0,8.93152246018319,8.93152246018319,0.172233215485626,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-30,773,41,773,10.230185,75.5607058914379,75.5607058914379,4.0077476604773,58.6080729303946,58.6080729303946,4.02171193803994,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-05-31,40,3,40,5.806081,6.88932861942505,6.88932861942505,0.516699646456879,8.46403230386506,8.46403230386506,0.246047450693752,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-05-31,432,39,432,10.230185,42.2279753494194,42.2279753494194,3.81224777460036,59.0130369797111,59.0130369797111,3.79828349703772,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-06-01,36,3,36,5.806081,6.20039575748254,6.20039575748254,0.516699646456879,7.60286622643693,7.60286622643693,0.295256940832502,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-06-01,265,46,265,10.230185,25.9037348786948,25.9037348786948,4.49649737516966,59.7810722456562,59.7810722456562,3.826212052163,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
"DNK",2020-06-02,30,2,30,5.806081,5.16699646456879,5.16699646456879,0.344466430971252,7.67668046164505,7.67668046164505,0.319861685901877,"Required (only at some levels)","Required (only at some levels)","< 10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","No measures","Ban on high-risk regions","No policy",60.19
"SWE",2020-06-02,648,39,648,10.230185,63.3419630241291,63.3419630241291,3.81224777460036,61.9734638229905,61.9734638229905,3.78431921947508,"Required (only at some levels)","Recommended","100-10 people","Recommended closing (or reduce volume)","Recommended movement restrictions","Recommended movement restrictions","Ban on high-risk regions","No policy",64.81
